Date,State,Dose 1,Dose 2,Total Doses
2021-07-19,Chandigarh,549385,143843,693228
2021-07-20,Chandigarh,554918,148571,703489
2021-07-21,Chandigarh,558850,152190,711040
2021-07-22,Chandigarh,563735,157001,720736
2021-07-23,Chandigarh,569452,161939,731391
2021-07-24,Chandigarh,576913,168213,745126
2021-07-25,Chandigarh,581613,171013,752626
2021-07-26,Chandigarh,587081,174914,761995
2021-07-27,Chandigarh,592744,178913,771657
2021-07-28,Chandigarh,597901,182807,780708
2021-07-29,Chandigarh,603124,186231,789355
2021-07-30,Chandigarh,608006,190362,798368
2021-07-31,Chandigarh,642828,195378,838206
2021-08-01,Chandigarh,646847,197592,844439
2021-08-02,Chandigarh,651891,200327,852218
2021-08-03,Chandigarh,659903,203429,863332
2021-08-04,Chandigarh,664509,206091,870600
2021-08-05,Chandigarh,669284,209048,878332
2021-08-06,Chandigarh,679894,212902,892796
2021-08-07,Chandigarh,686609,218231,904840
2021-08-08,Chandigarh,690815,220658,911473
2021-08-09,Chandigarh,700329,223569,923898
2021-08-10,Chandigarh,706582,226814,933396
2021-08-11,Chandigarh,711763,230298,942061
2021-08-12,Chandigarh,717457,234115,951572
2021-08-13,Chandigarh,724636,238675,963311
2021-08-14,Chandigarh,733579,244351,977930
2021-08-15,Chandigarh,738600,247413,986013
2021-08-16,Chandigarh,746589,252052,998641
2021-08-17,Chandigarh,752894,256265,1009159
2021-08-18,Chandigarh,758525,260311,1018836
2021-08-19,Chandigarh,763758,264434,1028192
2021-08-20,Chandigarh,768189,268210,1036399
2021-08-21,Chandigarh,772137,272118,1044255
2021-08-22,Chandigarh,772206,272194,1044400
2021-08-23,Chandigarh,777153,276138,1053291
2021-08-24,Chandigarh,781165,280239,1061404
2021-08-25,Chandigarh,784984,284352,1069336
2021-08-26,Chandigarh,789037,288568,1077605
2021-08-27,Chandigarh,793611,294231,1087842
2021-08-28,Chandigarh,798036,300514,1098550
2021-08-29,Chandigarh,799733,302728,1102461
2021-08-30,Chandigarh,802978,304865,1107843
2021-08-31,Chandigarh,807066,308389,1115455
2021-09-01,Chandigarh,811314,312280,1123594
2021-09-02,Chandigarh,815595,316174,1131769
2021-09-03,Chandigarh,819772,320171,1139943
2021-09-04,Chandigarh,824569,326038,1150607
2021-09-05,Chandigarh,827452,328720,1156172
2021-09-06,Chandigarh,831673,332951,1164624
2021-09-07,Chandigarh,835465,337151,1172616
2021-09-08,Chandigarh,838763,341258,1180021
2021-09-09,Chandigarh,841936,345132,1187068
2021-09-10,Chandigarh,845085,349982,1195067
2021-09-11,Chandigarh,849234,356838,1206072
2021-09-12,Chandigarh,851067,359222,1210289
2021-09-13,Chandigarh,854773,364997,1219770
2021-09-14,Chandigarh,858220,370238,1228458
2021-09-15,Chandigarh,861602,375202,1236804
2021-09-16,Chandigarh,865083,379890,1244973
2021-09-17,Chandigarh,868731,385234,1253965
2021-09-18,Chandigarh,873023,393074,1266097
2021-09-19,Chandigarh,874988,396511,1271499
2021-09-20,Chandigarh,878370,401790,1280160
2021-09-21,Chandigarh,881183,406655,1287838
2021-09-22,Chandigarh,883985,412106,1296091
2021-09-23,Chandigarh,885927,415722,1301649
2021-09-24,Chandigarh,888315,421039,1309354
2021-09-25,Chandigarh,891311,428679,1319990
2021-09-26,Chandigarh,892804,432190,1324994
2021-09-27,Chandigarh,895064,436655,1331719
2021-09-28,Chandigarh,897312,441328,1338640
2021-09-29,Chandigarh,899124,445090,1344214
2021-09-30,Chandigarh,900985,449059,1350044
2021-10-01,Chandigarh,902936,454194,1357130
2021-10-02,Chandigarh,904205,457862,1362067
2021-10-03,Chandigarh,905179,460694,1365873
2021-10-04,Chandigarh,907007,465758,1372765
2021-10-05,Chandigarh,908493,469684,1378177
2021-10-06,Chandigarh,909730,472984,1382714
2021-10-07,Chandigarh,910666,475611,1386277
2021-10-08,Chandigarh,911698,479070,1390768
2021-10-09,Chandigarh,913084,484448,1397532
2021-10-10,Chandigarh,913737,486820,1400557
2021-10-11,Chandigarh,914824,490198,1405022
2021-10-12,Chandigarh,915613,493089,1408702
2021-10-13,Chandigarh,916397,495612,1412009
2021-10-14,Chandigarh,917117,498492,1415609
2021-10-15,Chandigarh,917295,499129,1416424
2021-10-16,Chandigarh,918209,503781,1421990
2021-10-17,Chandigarh,918635,505782,1424417
2021-10-18,Chandigarh,919359,509466,1428825
2021-10-19,Chandigarh,920073,512948,1433021
2021-10-20,Chandigarh,920455,515152,1435607
2021-10-21,Chandigarh,921059,518390,1439449
2021-10-22,Chandigarh,921706,521520,1443226
2021-10-23,Chandigarh,922279,524862,1447141
2021-10-24,Chandigarh,922355,525340,1447695
2021-10-25,Chandigarh,923021,528977,1451998
2021-10-26,Chandigarh,923631,532586,1456217
2021-10-27,Chandigarh,924247,535861,1460108
2021-10-28,Chandigarh,924720,538652,1463372
2021-10-29,Chandigarh,925246,541908,1467154
2021-10-30,Chandigarh,925824,545699,1471523
2021-10-31,Chandigarh,926035,546981,1473016
2021-11-01,Chandigarh,926386,549319,1475705
2021-11-02,Chandigarh,926717,551097,1477814
2021-11-03,Chandigarh,926928,552271,1479199
2021-11-04,Chandigarh,926937,552342,1479279
2021-11-05,Chandigarh,927217,554138,1481355
2021-11-06,Chandigarh,927689,557239,1484928
2021-11-07,Chandigarh,927920,558778,1486698
2021-11-08,Chandigarh,928510,562413,1490923
2021-11-09,Chandigarh,929037,565737,1494774
2021-11-10,Chandigarh,929530,568829,1498359
2021-11-11,Chandigarh,930008,571879,1501887
2021-11-12,Chandigarh,930547,575309,1505856
2021-11-13,Chandigarh,931284,580126,1511410
2021-11-14,Chandigarh,931530,581873,1513403
2021-11-15,Chandigarh,932155,585594,1517749
2021-11-16,Chandigarh,932703,588811,1521514
2021-11-17,Chandigarh,933260,591833,1525093
2021-11-18,Chandigarh,933940,595125,1529065
2021-11-19,Chandigarh,934205,596591,1530796
2021-11-20,Chandigarh,934896,600686,1535582
2021-11-21,Chandigarh,935144,602044,1537188
2021-11-22,Chandigarh,935869,605673,1541542
2021-11-23,Chandigarh,936545,608987,1545532
2021-11-24,Chandigarh,937224,611994,1549218
2021-11-25,Chandigarh,937829,614982,1552811
2021-11-26,Chandigarh,938486,618023,1556509
2021-11-27,Chandigarh,939297,622359,1561656
2021-11-28,Chandigarh,939641,624022,1563663
2021-11-29,Chandigarh,940604,628071,1568675
2021-11-30,Chandigarh,941595,632005,1573600
2021-12-01,Chandigarh,942626,635712,1578338
2021-12-02,Chandigarh,943618,639511,1583129
2021-12-03,Chandigarh,944711,643387,1588098
2021-12-04,Chandigarh,946170,648788,1594958
2021-12-05,Chandigarh,946805,651106,1597911
2021-12-06,Chandigarh,948134,655669,1603803
2021-12-07,Chandigarh,949484,660179,1609663
2021-12-08,Chandigarh,950404,663094,1613498
2021-12-09,Chandigarh,951378,666396,1617774
2021-12-10,Chandigarh,952319,669555,1621874
2021-12-11,Chandigarh,953375,673347,1626722
2021-12-12,Chandigarh,953771,674758,1628529
2021-12-13,Chandigarh,954670,677936,1632606
2021-12-14,Chandigarh,955519,681003,1636522
2021-12-15,Chandigarh,956278,683848,1640126
2021-12-16,Chandigarh,957039,686657,1643696
2021-12-17,Chandigarh,957696,688783,1646479
2021-12-18,Chandigarh,958317,691478,1649795
2021-12-19,Chandigarh,958681,692815,1651496
2021-12-20,Chandigarh,959431,695481,1654912
2021-12-21,Chandigarh,960151,698021,1658172
2021-12-22,Chandigarh,960831,700656,1661487
2021-12-23,Chandigarh,961939,704048,1665987
2021-12-24,Chandigarh,962266,704992,1667258
2021-12-25,Chandigarh,963082,706561,1669643
2021-12-26,Chandigarh,964756,710196,1674952
2021-12-27,Chandigarh,968004,717014,1685018
2021-12-28,Chandigarh,971738,724180,1695918
2021-12-29,Chandigarh,976048,731844,1707892
2021-12-30,Chandigarh,981038,740269,1721307
2021-12-31,Chandigarh,986561,748874,1735435
2022-01-01,Chandigarh,991485,756296,1747781
2022-01-02,Chandigarh,995273,762153,1757426
2022-01-03,Chandigarh,1001357,769772,1771129
2022-01-04,Chandigarh,1008316,776856,1785172
2022-01-05,Chandigarh,1015435,783923,1799358
2022-01-06,Chandigarh,1022134,790907,1813041
2022-01-07,Chandigarh,1028191,797205,1825396
2022-01-08,Chandigarh,1034036,803189,1837225
2022-01-09,Chandigarh,1036990,806020,1843010
2022-01-10,Chandigarh,1042211,811140,1874283
2022-01-11,Chandigarh,1047082,816075,1887998
2022-01-12,Chandigarh,1051497,820015,1900150
2022-01-13,Chandigarh,1054268,822874,1908448
2022-01-14,Chandigarh,1056638,825501,1915599
2022-01-15,Chandigarh,1059282,828264,1923376
2022-01-16,Chandigarh,1060572,829563,1927017
2022-01-17,Chandigarh,1062843,831943,1934095
2022-01-18,Chandigarh,1064617,833976,1939392
2022-01-19,Chandigarh,1066006,835604,1943755
2022-01-20,Chandigarh,1067154,837135,1947597
2022-01-21,Chandigarh,1068188,838608,1951385
2022-01-22,Chandigarh,1069107,840022,1954790
2022-01-23,Chandigarh,1069269,840315,1955495
2022-01-24,Chandigarh,1069792,841280,1957676
2022-01-25,Chandigarh,1070485,842519,1960560
2022-01-26,Chandigarh,1070627,842755,1961202
2022-01-27,Chandigarh,1071409,844093,1964597
2022-01-28,Chandigarh,1072079,845093,1967551
2022-01-29,Chandigarh,1072931,846204,1970617
2022-01-30,Chandigarh,1073254,846635,1971986
2022-01-31,Chandigarh,1073982,847670,1975068
2022-02-01,Chandigarh,1074657,848706,1978299
2022-02-02,Chandigarh,1075243,849702,1981554
2021-03-01,Chhattisgarh,386030,57807,443837
2021-03-02,Chhattisgarh,398574,61489,460063
2021-03-03,Chhattisgarh,419066,71624,490690
2021-03-04,Chhattisgarh,446330,88875,535205
2021-03-05,Chhattisgarh,476352,103785,580137
2021-03-06,Chhattisgarh,512080,120670,632750
2021-03-07,Chhattisgarh,513728,120922,634650
2021-03-08,Chhattisgarh,549916,133822,683738
2021-03-09,Chhattisgarh,579308,144952,724260
2021-03-10,Chhattisgarh,614651,160112,774763
2021-03-11,Chhattisgarh,618339,161209,779548
2021-03-12,Chhattisgarh,651528,176659,828187
2021-03-13,Chhattisgarh,694275,191714,885989
2021-03-14,Chhattisgarh,700293,192375,892668
2021-03-15,Chhattisgarh,710549,195317,905866
2021-03-16,Chhattisgarh,813033,222034,1035067
2021-03-17,Chhattisgarh,879589,234912,1114501
2021-03-18,Chhattisgarh,946520,247354,1193874
2021-03-19,Chhattisgarh,1005918,258528,1264446
2021-03-20,Chhattisgarh,1072388,268102,1340490
2021-03-21,Chhattisgarh,1073250,268250,1341500
2021-03-22,Chhattisgarh,1129190,277919,1407109
2021-03-23,Chhattisgarh,1159298,285740,1445038
2021-03-24,Chhattisgarh,1197167,291767,1488934
2021-03-25,Chhattisgarh,1251396,297510,1548906
2021-03-26,Chhattisgarh,1313097,301916,1615013
2021-03-27,Chhattisgarh,1423884,305953,1729837
2021-03-28,Chhattisgarh,1456510,306665,1763175
2021-03-29,Chhattisgarh,1456510,306665,1763175
2021-03-30,Chhattisgarh,1508503,310243,1818746
2021-03-31,Chhattisgarh,1624926,317179,1942105
2021-04-01,Chhattisgarh,1851931,325182,2177113
2021-04-02,Chhattisgarh,2181661,335795,2517456
2021-04-03,Chhattisgarh,2351463,342599,2694062
2021-04-04,Chhattisgarh,2659230,351359,3010589
2021-04-05,Chhattisgarh,2765623,355118,3120741
2021-04-06,Chhattisgarh,2935774,363944,3299718
2021-04-07,Chhattisgarh,3058059,369790,3427849
2021-04-08,Chhattisgarh,3324849,383529,3708378
2021-04-09,Chhattisgarh,3541500,394904,3936404
2021-04-10,Chhattisgarh,3722048,406400,4128448
2021-04-11,Chhattisgarh,3888692,415408,4304100
2021-04-12,Chhattisgarh,4033975,428984,4462959
2021-04-13,Chhattisgarh,4122287,438231,4560518
2021-04-14,Chhattisgarh,4186976,447798,4634774
2021-04-15,Chhattisgarh,4224216,456370,4680586
2021-04-16,Chhattisgarh,4280491,469569,4750060
2021-04-17,Chhattisgarh,4377025,493552,4870577
2021-04-18,Chhattisgarh,4449075,508082,4957157
2021-04-19,Chhattisgarh,4517261,526449,5043710
2021-04-20,Chhattisgarh,4561972,540980,5102952
2021-04-21,Chhattisgarh,4594206,552504,5146710
2021-04-22,Chhattisgarh,4643298,569966,5213264
2021-04-23,Chhattisgarh,4686345,586677,5273022
2021-04-24,Chhattisgarh,4721481,602963,5324444
2021-04-25,Chhattisgarh,4746298,616149,5362447
2021-04-26,Chhattisgarh,4772489,633858,5406347
2021-04-27,Chhattisgarh,4791469,647236,5438705
2021-04-28,Chhattisgarh,4807765,661947,5469712
2021-04-29,Chhattisgarh,4823964,683619,5507583
2021-04-30,Chhattisgarh,4853099,718000,5571099
2021-05-01,Chhattisgarh,4878221,744712,5622933
2021-05-02,Chhattisgarh,4887678,759407,5647085
2021-05-03,Chhattisgarh,4897308,781887,5679195
2021-05-04,Chhattisgarh,4904625,800988,5705613
2021-05-05,Chhattisgarh,4911837,820441,5732278
2021-05-06,Chhattisgarh,4920177,846682,5766859
2021-05-07,Chhattisgarh,4926238,865210,5791448
2021-05-08,Chhattisgarh,4931083,883731,5814814
2021-05-09,Chhattisgarh,4934246,892905,5827151
2021-05-10,Chhattisgarh,4941032,927490,5868522
2021-05-11,Chhattisgarh,4948086,961949,5910035
2021-05-12,Chhattisgarh,4957168,984556,5941724
2021-05-13,Chhattisgarh,4966175,1015880,5982055
2021-05-14,Chhattisgarh,4973490,1048742,6022232
2021-05-15,Chhattisgarh,4980661,1077019,6057680
2021-05-16,Chhattisgarh,4983782,1078265,6062047
2021-05-17,Chhattisgarh,4988526,1080104,6068630
2021-05-18,Chhattisgarh,4993070,1081314,6074384
2021-05-19,Chhattisgarh,4997711,1082817,6080528
2021-05-20,Chhattisgarh,5725589,1087151,6812740
2021-05-21,Chhattisgarh,5755505,1088949,6844454
2021-05-22,Chhattisgarh,5781423,1090639,6872062
2021-05-23,Chhattisgarh,5797691,1091581,6889272
2021-05-24,Chhattisgarh,5816399,1093424,6909823
2021-05-25,Chhattisgarh,5830242,1095115,6925357
2021-05-26,Chhattisgarh,5843954,1096622,6940576
2021-05-27,Chhattisgarh,5856511,1097839,6954350
2021-05-28,Chhattisgarh,5869748,1099997,6969745
2021-05-29,Chhattisgarh,5878553,1102124,6980677
2021-05-30,Chhattisgarh,5884836,1103284,6988120
2021-05-31,Chhattisgarh,5892189,1105870,6998059
2021-06-01,Chhattisgarh,5897444,1113067,7010511
2021-06-02,Chhattisgarh,5901876,1117039,7018915
2021-06-03,Chhattisgarh,5905382,1121715,7027097
2021-06-04,Chhattisgarh,5911330,1125795,7037125
2021-06-05,Chhattisgarh,5915463,1130671,7046134
2021-06-06,Chhattisgarh,5947825,1132647,7080472
2021-06-07,Chhattisgarh,5980265,1135792,7116057
2021-06-08,Chhattisgarh,6004099,1139374,7143473
2021-06-09,Chhattisgarh,6020857,1144068,7164925
2021-06-10,Chhattisgarh,6030719,1148482,7179201
2021-06-11,Chhattisgarh,6036342,1152793,7189135
2021-06-12,Chhattisgarh,6048340,1157096,7205436
2021-06-13,Chhattisgarh,6052670,1159860,7212530
2021-06-14,Chhattisgarh,6066094,1186837,7252931
2021-06-15,Chhattisgarh,6095907,1192934,7288841
2021-06-16,Chhattisgarh,6144376,1197594,7341970
2021-06-17,Chhattisgarh,6188632,1202138,7390770
2021-06-18,Chhattisgarh,6230986,1207020,7438006
2021-06-19,Chhattisgarh,6302359,1213528,7515887
2021-06-20,Chhattisgarh,6346953,1216523,7563476
2021-06-21,Chhattisgarh,6424457,1230303,7654760
2021-06-22,Chhattisgarh,6517732,1247171,7764903
2021-06-23,Chhattisgarh,6661351,1269668,7931019
2021-06-24,Chhattisgarh,6835243,1307769,8143012
2021-06-25,Chhattisgarh,7022150,1355541,8377691
2021-06-26,Chhattisgarh,7312373,1418536,8730909
2021-06-27,Chhattisgarh,7457184,1468963,8926147
2021-06-28,Chhattisgarh,7672810,1528567,9201377
2021-06-29,Chhattisgarh,7821424,1574384,9395808
2021-06-30,Chhattisgarh,7926420,1600677,9527097
2021-07-01,Chhattisgarh,8034603,1618315,9652918
2021-07-02,Chhattisgarh,8107149,1630971,9738120
2021-07-03,Chhattisgarh,8193672,1683015,9876687
2021-07-04,Chhattisgarh,8240838,1713403,9954241
2021-07-05,Chhattisgarh,8299801,1748422,10048223
2021-07-06,Chhattisgarh,8323609,1763217,10086826
2021-07-07,Chhattisgarh,8335044,1770209,10105253
2021-07-08,Chhattisgarh,8386931,1803979,10190910
2021-07-09,Chhattisgarh,8449013,1846188,10295201
2021-07-10,Chhattisgarh,8498849,1865528,10364377
2021-07-11,Chhattisgarh,8510673,1870157,10380830
2021-07-12,Chhattisgarh,8525185,1876146,10401331
2021-07-13,Chhattisgarh,8674092,1879369,10553461
2021-07-14,Chhattisgarh,8715179,1912960,10628139
2021-07-15,Chhattisgarh,8739390,1933214,10672604
2021-07-16,Chhattisgarh,8746964,1939507,10686471
2021-07-17,Chhattisgarh,8858395,2013866,10872261
2021-07-18,Chhattisgarh,8904619,2038503,10943122
2021-07-19,Chhattisgarh,9006605,2093764,11100369
2021-07-20,Chhattisgarh,9094569,2136050,11230619
2021-07-21,Chhattisgarh,9126854,2146750,11273604
2021-07-22,Chhattisgarh,9161816,2160208,11322024
2021-07-23,Chhattisgarh,9183532,2169304,11352836
2021-07-24,Chhattisgarh,9211937,2180733,11392670
2021-07-25,Chhattisgarh,9255247,2204614,11459861
2021-07-26,Chhattisgarh,9309149,2225271,11534420
2021-07-27,Chhattisgarh,9338796,2238776,11577572
2021-07-28,Chhattisgarh,9364017,2250601,11614618
2021-07-29,Chhattisgarh,9435658,2284932,11720590
2021-07-30,Chhattisgarh,9502737,2313099,11815836
2021-07-31,Chhattisgarh,9634947,2346318,11981265
2021-08-01,Chhattisgarh,9652189,2357947,12010136
2021-08-02,Chhattisgarh,9676922,2377418,12054340
2021-08-03,Chhattisgarh,9700054,2398202,12098256
2021-08-04,Chhattisgarh,9719395,2419105,12138500
2021-08-05,Chhattisgarh,9809273,2490679,12299952
2021-08-06,Chhattisgarh,9900079,2548382,12448461
2021-08-07,Chhattisgarh,9951155,2587136,12538291
2021-08-08,Chhattisgarh,9960587,2597535,12558122
2021-08-09,Chhattisgarh,9979765,2611797,12591562
2021-08-10,Chhattisgarh,10000779,2632861,12633640
2021-08-11,Chhattisgarh,10025148,2661650,12686798
2021-08-12,Chhattisgarh,10078686,2717125,12795811
2021-08-13,Chhattisgarh,10127893,2768444,12896337
2021-08-14,Chhattisgarh,10155111,2797801,12952912
2021-08-15,Chhattisgarh,10157409,2801150,12958559
2021-08-16,Chhattisgarh,10228239,2854535,13082774
2021-08-17,Chhattisgarh,10275076,2895040,13170116
2021-08-18,Chhattisgarh,10317815,2924685,13242500
2021-08-19,Chhattisgarh,10373446,2968914,13342360
2021-08-20,Chhattisgarh,10400399,2993968,13394367
2021-08-21,Chhattisgarh,10426246,3015086,13441332
2021-08-22,Chhattisgarh,10426751,3016319,13443070
2021-08-23,Chhattisgarh,10458702,3047371,13506073
2021-08-24,Chhattisgarh,10477664,3066819,13544483
2021-08-25,Chhattisgarh,10504132,3088462,13592594
2021-08-26,Chhattisgarh,10573241,3133789,13707030
2021-08-27,Chhattisgarh,10614853,3160953,13775806
2021-08-28,Chhattisgarh,10660545,3194636,13855181
2021-08-29,Chhattisgarh,10696986,3220923,13917909
2021-08-30,Chhattisgarh,10712560,3236095,13948655
2021-08-31,Chhattisgarh,10750668,3260138,14010806
2021-09-01,Chhattisgarh,10829109,3312792,14141901
2021-09-02,Chhattisgarh,10927879,3377265,14305144
2021-09-03,Chhattisgarh,10952560,3397718,14350278
2021-09-04,Chhattisgarh,11036481,3447118,14483599
2021-09-05,Chhattisgarh,11062785,3469639,14532424
2021-09-06,Chhattisgarh,11114713,3507887,14622600
2021-09-07,Chhattisgarh,11162591,3541660,14704251
2021-09-08,Chhattisgarh,11243572,3595463,14839035
2021-09-09,Chhattisgarh,11257830,3610581,14868411
2021-09-10,Chhattisgarh,11281827,3630778,14912605
2021-09-11,Chhattisgarh,11349866,3675544,15025410
2021-09-12,Chhattisgarh,11391385,3701753,15093138
2021-09-13,Chhattisgarh,11478822,3756568,15235390
2021-09-14,Chhattisgarh,11518730,3789271,15308001
2021-09-15,Chhattisgarh,11582101,3841871,15423972
2021-09-16,Chhattisgarh,11708502,3933569,15642071
2021-09-17,Chhattisgarh,11799748,4006917,15806665
2021-09-18,Chhattisgarh,11947147,4128435,16075582
2021-09-19,Chhattisgarh,12038691,4202834,16241525
2021-09-20,Chhattisgarh,12239771,4388616,16628387
2021-09-21,Chhattisgarh,12351793,4505912,16857705
2021-09-22,Chhattisgarh,12478668,4636719,17115387
2021-09-23,Chhattisgarh,12613660,4770505,17384165
2021-09-24,Chhattisgarh,12725313,4875275,17600588
2021-09-25,Chhattisgarh,12832830,4990533,17823363
2021-09-26,Chhattisgarh,12864022,5035377,17899399
2021-09-27,Chhattisgarh,12923827,5097851,18021678
2021-09-28,Chhattisgarh,12974099,5155958,18130057
2021-09-29,Chhattisgarh,13018404,5204244,18222648
2021-09-30,Chhattisgarh,13084430,5279100,18363530
2021-10-01,Chhattisgarh,13131501,5338397,18469898
2021-10-02,Chhattisgarh,13150946,5370749,18521695
2021-10-03,Chhattisgarh,13159176,5384594,18543770
2021-10-04,Chhattisgarh,13274222,5507443,18781665
2021-10-05,Chhattisgarh,13339960,5585409,18925369
2021-10-06,Chhattisgarh,13392359,5653194,19045553
2021-10-07,Chhattisgarh,13454592,5729470,19184062
2021-10-08,Chhattisgarh,13507356,5796920,19304276
2021-10-09,Chhattisgarh,13584393,5893264,19477657
2021-10-10,Chhattisgarh,13614531,5933236,19547767
2021-10-11,Chhattisgarh,13681384,6018513,19699897
2021-10-12,Chhattisgarh,13715345,6076172,19791517
2021-10-13,Chhattisgarh,13745160,6127768,19872928
2021-10-14,Chhattisgarh,13764641,6164721,19929362
2021-10-15,Chhattisgarh,13765980,6169033,19935013
2021-10-16,Chhattisgarh,13797738,6224047,20021785
2021-10-17,Chhattisgarh,13814495,6256057,20070552
2021-10-18,Chhattisgarh,13881078,6351057,20232135
2021-10-19,Chhattisgarh,13903455,6402341,20305796
2021-10-20,Chhattisgarh,14164471,6487360,20651831
2021-10-21,Chhattisgarh,14374496,6579342,20953838
2021-10-22,Chhattisgarh,14415425,6646148,21061573
2021-10-23,Chhattisgarh,14460737,6716089,21176826
2021-10-24,Chhattisgarh,14472308,6739013,21211321
2021-10-25,Chhattisgarh,14550032,6865942,21415974
2021-10-26,Chhattisgarh,14596591,6947808,21544399
2021-10-27,Chhattisgarh,14658344,7046415,21704759
2021-10-28,Chhattisgarh,14723085,7142240,21865325
2021-10-29,Chhattisgarh,14777967,7226577,22004544
2021-10-30,Chhattisgarh,14830370,7303880,22134250
2021-10-31,Chhattisgarh,14851682,7343273,22194955
2021-11-01,Chhattisgarh,14868772,7382264,22251036
2021-11-02,Chhattisgarh,14893077,7425979,22319056
2021-11-03,Chhattisgarh,14917357,7474646,22392003
2021-11-04,Chhattisgarh,14920496,7479851,22400347
2021-11-05,Chhattisgarh,14922470,7485505,22407975
2021-11-06,Chhattisgarh,14930679,7523826,22454505
2021-11-07,Chhattisgarh,14937155,7564559,22501714
2021-11-08,Chhattisgarh,14972044,7651902,22623946
2021-11-09,Chhattisgarh,15004998,7731227,22736225
2021-11-10,Chhattisgarh,15032622,7786807,22819429
2021-11-11,Chhattisgarh,15086461,7873269,22959730
2021-11-12,Chhattisgarh,15140155,7957130,23097285
2021-11-13,Chhattisgarh,15203080,8042659,23245739
2021-11-14,Chhattisgarh,15243220,8094800,23338020
2021-11-15,Chhattisgarh,15294573,8173372,23467945
2021-11-16,Chhattisgarh,15345970,8243222,23589192
2021-11-17,Chhattisgarh,15418514,8327236,23745750
2021-11-18,Chhattisgarh,15546874,8469815,24016689
2021-11-19,Chhattisgarh,15616136,8537663,24153799
2021-11-20,Chhattisgarh,15686641,8624404,24311045
2021-11-21,Chhattisgarh,15728128,8683935,24412063
2021-11-22,Chhattisgarh,15806359,8784474,24590833
2021-11-23,Chhattisgarh,15885350,8862416,24747766
2021-11-24,Chhattisgarh,15978988,8957538,24936526
2021-11-25,Chhattisgarh,16061724,9041476,25103200
2021-11-26,Chhattisgarh,16132509,9110675,25243184
2021-11-27,Chhattisgarh,16308886,9234826,25543712
2021-11-28,Chhattisgarh,16346733,9279021,25625754
2021-11-29,Chhattisgarh,16406721,9370586,25777307
2021-11-30,Chhattisgarh,16463353,9454643,25917996
2021-12-01,Chhattisgarh,16510938,9528852,26039790
2021-12-02,Chhattisgarh,16571643,9656683,26228326
2021-12-03,Chhattisgarh,16619465,9766283,26385748
2021-12-04,Chhattisgarh,16727446,9937826,26665272
2021-12-05,Chhattisgarh,16768354,9993300,26761654
2021-12-06,Chhattisgarh,16822645,10084091,26906736
2021-12-07,Chhattisgarh,16865421,10158040,27023461
2021-12-08,Chhattisgarh,16954286,10276049,27230335
2021-12-09,Chhattisgarh,17028899,10400656,27429555
2021-12-10,Chhattisgarh,17099997,10510323,27610320
2021-12-11,Chhattisgarh,17185412,10659366,27844778
2021-12-12,Chhattisgarh,17222332,10723933,27946265
2021-12-13,Chhattisgarh,17258363,10807400,28065763
2021-12-14,Chhattisgarh,17281441,10860745,28142186
2021-12-15,Chhattisgarh,17326801,10980254,28307055
2021-12-16,Chhattisgarh,17357961,11066767,28424728
2021-12-17,Chhattisgarh,17389049,11152943,28541992
2021-12-18,Chhattisgarh,17407178,11201498,28608676
2021-12-19,Chhattisgarh,17417619,11231164,28648783
2021-12-20,Chhattisgarh,17438364,11330722,28769086
2021-12-21,Chhattisgarh,17464848,11440641,28905489
2021-12-22,Chhattisgarh,17490541,11550895,29041436
2021-12-23,Chhattisgarh,17511155,11641510,29152665
2021-12-24,Chhattisgarh,17530521,11712477,29242998
2021-12-25,Chhattisgarh,17538372,11741814,29280186
2021-12-26,Chhattisgarh,17545322,11766765,29312087
2021-12-27,Chhattisgarh,17560966,11833422,29394388
2021-12-28,Chhattisgarh,17575205,11888035,29463240
2021-12-29,Chhattisgarh,17592410,12045378,29637788
2021-12-30,Chhattisgarh,17610643,12162515,29773158
2021-12-31,Chhattisgarh,17626040,12243563,29869603
2022-01-01,Chhattisgarh,17634851,12285039,29919890
2022-01-02,Chhattisgarh,17643015,12322960,29965975
2022-01-03,Chhattisgarh,17738367,12370182,30108549
2022-01-04,Chhattisgarh,17804854,12408071,30212925
2022-01-05,Chhattisgarh,17872039,12469704,30341743
2022-01-06,Chhattisgarh,17934355,12520350,30454705
2022-01-07,Chhattisgarh,17977433,12578825,30556258
2022-01-08,Chhattisgarh,18011975,12636457,30648432
2022-01-09,Chhattisgarh,18026765,12682665,30709430
2022-01-10,Chhattisgarh,18054288,12741607,31602150
2022-01-11,Chhattisgarh,18070809,12782346,31692838
2022-01-12,Chhattisgarh,18095004,12853636,31832466
2022-01-13,Chhattisgarh,18118563,12926273,31971682
2022-01-14,Chhattisgarh,18136476,12999997,32095814
2022-01-15,Chhattisgarh,18156716,13091163,32240163
2022-01-16,Chhattisgarh,18161876,13111631,32270105
2022-01-17,Chhattisgarh,18169228,13140549,32315726
2022-01-18,Chhattisgarh,18188070,13217774,32438757
2022-01-19,Chhattisgarh,18204860,13312080,32570124
2022-01-20,Chhattisgarh,18216683,13408837,32693102
2022-01-21,Chhattisgarh,18226402,13492226,32798555
2022-01-22,Chhattisgarh,18235874,13568508,32898600
2022-01-23,Chhattisgarh,18238353,13599261,32935323
2022-01-24,Chhattisgarh,18248304,13686867,33050517
2022-01-25,Chhattisgarh,18258244,13768013,33157884
2022-01-26,Chhattisgarh,18260321,13788437,33182484
